# accelerometer data
# file: 'rgbd_dataset_freiburg2_pioneer_slam.bag'
# timestamp ax ay az
1311878193.602737 0.323296 9.471380 -1.544637
1311878193.606273 0.047896 9.279797 -1.736220
1311878193.607374 0.047896 9.279797 -1.736220
1311878193.610662 0.407114 9.375588 -1.448846
1311878193.611652 0.407114 9.375588 -1.448846
1311878193.612916 0.407114 9.375588 -1.448846
1311878193.613885 0.407114 9.375588 -1.448846
1311878193.617378 0.323296 9.279797 -1.353054
1311878193.618514 0.323296 9.279797 -1.353054
1311878193.621768 0.227505 9.279797 -1.736220
1311878193.622764 0.227505 9.279797 -1.736220
1311878193.626395 0.419088 9.471380 -1.448846
1311878193.627380 0.419088 9.471380 -1.448846
1311878193.630641 0.119739 9.279797 -1.544637
1311878193.631772 0.119739 9.279797 -1.544637
1311878193.635254 0.227505 9.279797 -1.173445
1311878193.636396 0.227505 9.279797 -1.173445
1311878193.637516 0.227505 9.279797 -1.173445
1311878193.638638 0.227505 9.279797 -1.173445
1311878193.641790 0.323296 9.459406 -1.496741
1311878193.642766 0.323296 9.459406 -1.496741
1311878193.646415 0.323296 9.184006 -1.544637
1311878193.647429 0.323296 9.184006 -1.544637
1311878193.650644 0.323296 9.471380 -1.448846
1311878193.651650 0.323296 9.471380 -1.448846
1311878193.655254 0.227505 9.279797 -1.353054
1311878193.656273 0.227505 9.279797 -1.353054
1311878193.657483 0.227505 9.279797 -1.353054
1311878193.658511 0.227505 9.279797 -1.353054
1311878193.661774 0.227505 9.375588 -1.544637
1311878193.662766 0.227505 9.375588 -1.544637
1311878193.666407 0.407114 9.471380 -1.544637
1311878193.667425 0.407114 9.471380 -1.544637
1311878193.670643 0.227505 9.375588 -1.544637
1311878193.671633 0.227505 9.375588 -1.544637
1311878193.673151 0.227505 9.375588 -1.544637
1311878193.674288 0.227505 9.375588 -1.544637
1311878193.677499 0.431062 9.471380 -1.544637
1311878193.678513 0.431062 9.471380 -1.544637
1311878193.681763 0.407114 9.447432 -1.257263
1311878193.682764 0.407114 9.447432 -1.257263
1311878193.686396 0.227505 9.136110 -1.496741
1311878193.687360 0.227505 9.136110 -1.496741
1311878193.690628 0.407114 9.459406 -1.544637
1311878193.691640 0.407114 9.459406 -1.544637
1311878193.693147 0.407114 9.459406 -1.544637
1311878193.694279 0.407114 9.459406 -1.544637
1311878193.697484 0.227505 9.184006 -1.544637
1311878193.698516 0.227505 9.184006 -1.544637
1311878193.701768 0.323296 9.279797 -1.640429
1311878193.702762 0.323296 9.279797 -1.640429
1311878193.706399 0.407114 9.471380 -1.353054
1311878193.707390 0.407114 9.471380 -1.353054
1311878193.710640 0.227505 9.375588 -1.448846
1311878193.711643 0.227505 9.375588 -1.448846
1311878193.715267 0.323296 9.375588 -1.736220
1311878193.716265 0.323296 9.375588 -1.736220
1311878193.717496 0.323296 9.375588 -1.736220
1311878193.718488 0.323296 9.375588 -1.736220
1311878193.721786 0.455009 9.459406 -1.544637
1311878193.722752 0.455009 9.459406 -1.544637
1311878193.726396 0.227505 9.279797 -1.544637
1311878193.727446 0.227505 9.279797 -1.544637
1311878193.730505 0.407114 9.423484 -1.544637
1311878193.731657 0.407114 9.423484 -1.544637
1311878193.732763 0.407114 9.423484 -1.544637
1311878193.733912 0.407114 9.423484 -1.544637
1311878193.737386 0.227505 9.184006 -1.556611
1311878193.738515 0.227505 9.184006 -1.556611
1311878193.741637 0.407114 9.279797 -1.544637
1311878193.742629 0.407114 9.279797 -1.544637
1311878193.746240 0.407114 9.471380 -1.520689
1311878193.747360 0.407114 9.471380 -1.520689
1311878193.748370 0.407114 9.471380 -1.520689
1311878193.751607 0.071844 9.279797 -1.544637
1311878193.752620 0.071844 9.279797 -1.544637
1311878193.756266 0.323296 9.279797 -1.544637
1311878193.757263 0.323296 9.279797 -1.544637
1311878193.758385 0.323296 9.279797 -1.544637
1311878193.761628 0.407114 9.423484 -1.448846
1311878193.762766 0.407114 9.423484 -1.448846
1311878193.766397 0.323296 9.279797 -1.640429
1311878193.767263 0.323296 9.279797 -1.640429
