# accelerometer data
# file: 'rgbd_dataset_freiburg2_pioneer_slam2.bag'
# timestamp ax ay az
1311877812.317720 0.047896 9.279797 -1.736220
1311877812.318749 0.047896 9.279797 -1.736220
1311877812.319993 0.047896 9.279797 -1.736220
1311877812.320999 0.047896 9.279797 -1.736220
1311877812.324622 0.407114 9.279797 -1.640429
1311877812.325624 0.407114 9.279797 -1.640429
1311877812.328873 0.119739 9.184006 -1.736220
1311877812.329995 0.119739 9.184006 -1.736220
1311877812.333619 0.407114 9.471380 -1.556611
1311877812.334599 0.407114 9.471380 -1.556611
1311877812.337754 0.407114 9.375588 -1.544637
1311877812.338757 0.407114 9.375588 -1.544637
1311877812.339994 0.407114 9.375588 -1.544637
1311877812.340984 0.407114 9.375588 -1.544637
1311877812.344594 0.119739 9.423484 -1.544637
1311877812.345764 0.119739 9.423484 -1.544637
1311877812.348896 0.502905 9.423484 -1.353054
1311877812.349880 0.502905 9.423484 -1.353054
1311877812.353487 0.227505 9.184006 -1.568585
1311877812.354622 0.227505 9.184006 -1.568585
1311877812.357741 0.371192 9.279797 -1.568585
1311877812.358745 0.371192 9.279797 -1.568585
1311877812.360018 0.371192 9.279797 -1.568585
1311877812.361001 0.371192 9.279797 -1.568585
1311877812.364620 0.371192 9.459406 -1.544637
1311877812.365765 0.371192 9.459406 -1.544637
1311877812.368898 0.227505 9.184006 -1.544637
1311877812.369876 0.227505 9.184006 -1.544637
1311877812.373486 0.502905 9.375588 -1.640429
1311877812.374642 0.502905 9.375588 -1.640429
1311877812.375747 0.502905 9.375588 -1.640429
1311877812.378880 0.407114 9.279797 -1.544637
1311877812.379882 0.407114 9.279797 -1.544637
1311877812.383529 0.227505 9.184006 -1.448846
1311877812.384513 0.227505 9.184006 -1.448846
1311877812.387740 0.502905 9.423484 -1.544637
1311877812.388750 0.502905 9.423484 -1.544637
1311877812.389997 0.502905 9.423484 -1.544637
1311877812.390993 0.502905 9.423484 -1.544637
1311877812.394617 0.071844 9.112162 -1.592533
1311877812.395622 0.071844 9.112162 -1.592533
1311877812.398871 0.407114 9.423484 -1.568585
1311877812.399887 0.407114 9.423484 -1.568585
1311877812.403499 0.407114 9.483354 -1.544637
1311877812.404623 0.407114 9.483354 -1.544637
1311877812.405755 0.407114 9.483354 -1.544637
1311877812.408879 0.119739 9.184006 -1.640429
1311877812.410009 0.119739 9.184006 -1.640429
1311877812.413524 0.407114 9.471380 -1.544637
1311877812.414642 0.407114 9.471380 -1.544637
1311877812.417757 0.407114 9.423484 -1.353054
1311877812.418747 0.407114 9.423484 -1.353054
1311877812.420013 0.407114 9.423484 -1.353054
1311877812.420983 0.407114 9.423484 -1.353054
1311877812.424767 0.407114 9.279797 -1.544637
1311877812.425754 0.407114 9.279797 -1.544637
1311877812.428873 0.502905 9.375588 -1.544637
1311877812.429982 0.502905 9.375588 -1.544637
1311877812.433526 0.407114 9.112162 -1.592533
1311877812.434628 0.407114 9.112162 -1.592533
1311877812.437715 0.371192 9.279797 -1.544637
1311877812.438893 0.371192 9.279797 -1.544637
1311877812.439997 0.371192 9.279797 -1.544637
1311877812.441126 0.371192 9.279797 -1.544637
1311877812.444619 0.455009 9.279797 -1.592533
1311877812.445613 0.455009 9.279797 -1.592533
1311877812.448872 0.227505 9.279797 -1.640429
1311877812.449870 0.227505 9.279797 -1.640429
1311877812.453488 0.502905 9.471380 -1.544637
1311877812.454491 0.502905 9.471380 -1.544637
1311877812.457738 0.455009 9.279797 -1.544637
1311877812.458751 0.455009 9.279797 -1.544637
1311877812.459983 0.455009 9.279797 -1.544637
1311877812.460992 0.455009 9.279797 -1.544637
1311877812.464621 0.227505 9.279797 -1.640429
1311877812.465613 0.227505 9.279797 -1.640429
1311877812.468874 0.431062 9.471380 -1.544637
1311877812.469873 0.431062 9.471380 -1.544637
1311877812.473488 0.227505 9.279797 -1.556611
1311877812.474504 0.227505 9.279797 -1.556611
1311877812.477728 0.323296 9.279797 -1.592533
1311877812.478740 0.323296 9.279797 -1.592533
1311877812.479983 0.323296 9.279797 -1.592533
1311877812.480989 0.323296 9.279797 -1.592533
1311877812.484625 0.407114 9.471380 -1.544637
1311877812.485623 0.407114 9.471380 -1.544637
1311877812.488866 0.119739 9.136110 -1.592533
1311877812.489860 0.119739 9.136110 -1.592533
1311877812.493495 0.455009 9.375588 -1.496741
1311877812.494492 0.455009 9.375588 -1.496741
1311877812.497745 0.407114 9.447432 -1.544637
1311877812.498730 0.407114 9.447432 -1.544637
1311877812.499991 0.407114 9.447432 -1.544637
1311877812.500989 0.407114 9.447432 -1.544637
1311877812.504624 0.323296 9.279797 -1.736220
1311877812.505739 0.323296 9.279797 -1.736220
1311877812.509009 0.502905 9.471380 -1.353054
1311877812.510013 0.502905 9.471380 -1.353054
1311877812.513635 0.227505 9.184006 -1.640429
1311877812.514628 0.227505 9.184006 -1.640429
1311877812.517872 0.227505 9.279797 -1.556611
1311877812.518869 0.227505 9.279797 -1.556611
1311877812.520502 0.227505 9.279797 -1.556611
1311877812.523618 0.407114 9.459406 -1.496741
1311877812.524619 0.407114 9.459406 -1.496741
1311877812.527870 0.119739 9.136110 -1.640429
1311877812.528836 0.119739 9.136110 -1.640429
1311877812.532501 0.407114 9.471380 -1.927803
1311877812.533489 0.407114 9.471380 -1.927803
1311877812.534748 0.407114 9.471380 -1.927803
1311877812.535748 0.407114 9.471380 -1.927803
1311877812.538992 0.395140 9.279797 -1.640429
1311877812.540123 0.395140 9.279797 -1.640429
1311877812.543620 0.035922 9.423484 -1.736220
1311877812.544621 0.035922 9.423484 -1.736220
1311877812.547870 0.502905 9.471380 -1.544637
1311877812.548871 0.502905 9.471380 -1.544637
1311877812.552507 0.407114 9.279797 -1.592533
1311877812.553622 0.407114 9.279797 -1.592533
1311877812.554613 0.407114 9.279797 -1.592533
1311877812.557874 0.323296 9.279797 -1.736220
1311877812.558836 0.323296 9.279797 -1.736220
1311877812.562506 0.419088 9.423484 -1.544637
1311877812.563480 0.419088 9.423484 -1.544637
1311877812.564744 0.419088 9.423484 -1.544637
1311877812.565738 0.419088 9.423484 -1.544637
1311877812.568873 0.227505 9.184006 -1.568585
1311877812.569980 0.227505 9.184006 -1.568585
1311877812.573488 0.407114 9.471380 -1.496741
1311877812.574620 0.407114 9.471380 -1.496741
1311877812.577760 0.407114 9.279797 -1.544637
1311877812.578873 0.407114 9.279797 -1.544637
1311877812.580005 0.407114 9.279797 -1.544637
1311877812.580989 0.407114 9.279797 -1.544637
1311877812.584626 0.119739 9.375588 -1.568585
1311877812.585747 0.119739 9.375588 -1.568585
1311877812.588876 0.407114 9.459406 -1.544637
1311877812.589980 0.407114 9.459406 -1.544637
1311877812.593638 0.071844 9.279797 -1.568585
1311877812.594616 0.071844 9.279797 -1.568585
1311877812.597874 0.323296 9.279797 -1.568585
1311877812.598854 0.323296 9.279797 -1.568585
1311877812.600118 0.323296 9.279797 -1.568585
1311877812.601174 0.323296 9.279797 -1.568585
1311877812.604666 0.407114 9.279797 -1.496741
1311877812.605742 0.407114 9.279797 -1.496741
1311877812.608878 0.035922 9.112162 -1.556611
1311877812.609988 0.035922 9.112162 -1.556611
1311877812.613157 0.419088 9.423484 -1.496741
1311877812.614487 0.419088 9.423484 -1.496741
1311877812.617717 0.407114 9.459406 -1.209367
1311877812.618846 0.407114 9.459406 -1.209367
1311877812.619976 0.407114 9.459406 -1.209367
1311877812.620958 0.407114 9.459406 -1.209367
1311877812.624594 0.407114 9.279797 -1.544637
1311877812.625710 0.407114 9.279797 -1.544637
1311877812.628829 0.407114 9.471380 -1.544637
1311877812.630104 0.407114 9.471380 -1.544637
1311877812.633629 0.323296 9.279797 -1.592533
1311877812.634610 0.323296 9.279797 -1.592533
1311877812.637917 0.227505 9.279797 -1.544637
1311877812.638735 0.227505 9.279797 -1.544637
1311877812.639980 0.227505 9.279797 -1.544637
1311877812.641026 0.227505 9.279797 -1.544637
1311877812.644748 0.407114 9.375588 -1.544637
1311877812.645750 0.407114 9.375588 -1.544637
1311877812.648873 0.227505 9.112162 -1.640429
1311877812.649878 0.227505 9.112162 -1.640429
1311877812.653483 0.431062 9.423484 -1.496741
1311877812.654610 0.431062 9.423484 -1.496741
1311877812.657722 0.419088 9.375588 -1.544637
1311877812.658751 0.419088 9.375588 -1.544637
1311877812.659995 0.419088 9.375588 -1.544637
1311877812.660993 0.419088 9.375588 -1.544637
1311877812.664614 0.323296 9.279797 -1.544637
1311877812.665603 0.323296 9.279797 -1.544637
1311877812.668854 0.407114 9.471380 -1.448846
1311877812.669981 0.407114 9.471380 -1.448846
1311877812.673492 0.323296 9.279797 -1.520689
1311877812.674741 0.323296 9.279797 -1.520689
1311877812.675740 0.323296 9.279797 -1.520689
1311877812.678837 0.407114 9.375588 -1.496741
1311877812.679993 0.407114 9.375588 -1.496741
